Brand,Name,Total Loads,Total Plays,Unique Loads,Unique Plays,Average Percent Viewed,Duration,Play Rate
Old Branding        ,Vid-QA-01361,950,881,794,742,0.64511,130,0.93451
Old Branding        ,Vid-QA-01362,1029,993,840,833,0.72256,115,0.99167
Old Branding        ,Vid-QA-01363,1177,1156,903,905,0.64348,156,1
Old Branding        ,Vid-QA-01364,1183,1124,826,813,0.57776,270,0.98426
Old Branding        ,Vid-QA-01365,900,847,790,755,0.60691,96,0.9557
Old Branding        ,Vid-QA-01366,1226,1174,932,908,0.68209,104.567,0.97425
Old Branding        ,Vid-QA-01367,1294,1219,972,940,0.70302,90.234,0.96708
Old Branding        ,Vid-QA-01368,1165,1111,929,906,0.71917,91.134,0.97524
Old Branding        ,Vid-QA-01369,1227,1174,958,938,0.68512,111.834,0.97912
Old Branding        ,Vid-QA-01370,3934,3567,2423,2284,0.37429,83.2,0.94263
Old Branding        ,Vid-QA-01371,1106,1028,885,829,0.73045,71.8,0.93672
Old Branding        ,Vid-QA-01372,1702,1559,1204,1151,0.60739,127.867,0.95598
Old Branding        ,Vid-QA-01373,1096,1036,873,832,0.70832,99.467,0.95304
Old Branding        ,Vid-QA-01374,976,927,758,733,0.70871,50.8,0.96702
Old Branding        ,Vid-QA-01375,1123,1088,870,866,0.65732,145.067,0.9954
Old Branding        ,Vid-QA-01376,1064,1013,866,845,0.69689,157.334,0.97575
Old Branding        ,Vid-QA-01377,1274,1256,874,879,0.57832,111.634,1
Old Branding        ,Vid-QA-01378,1084,1021,859,835,0.6783,137.16701,0.97206
Old Branding        ,Vid-QA-01379,967,902,743,707,0.60296,68.467,0.95155
Old Branding        ,Vid-QA-01380,954,943,756,749,0.66424,71.367,0.99074
Old Branding        ,Vid-QA-01381,1182,1125,841,806,0.64119,224.867,0.95838
Old Branding        ,Vid-QA-01382,1124,1070,855,828,0.65349,208.567,0.96842
Old Branding        ,Vid-QA-01383,1463,1439,1024,1045,0.55093,341.367,1
Old Branding        ,Vid-QA-01384,900,817,725,676,0.65479,99.767,0.93241
Old Branding        ,Vid-QA-01385,980,926,742,714,0.64451,111.9,0.96226
Old Branding        ,Vid-QA-01386,1081,1039,772,760,0.61991,105.5,0.98446
Old Branding        ,Vid-QA-01387,1051,989,761,745,0.61414,99.167,0.97898
Old Branding        ,Vid-QA-01388,1044,1008,784,774,0.627,176.467,0.98724
Old Branding        ,Vid-QA-01389,877,790,731,675,0.57362,47.067,0.92339
Old Branding        ,Vid-QA-01390,1018,963,834,802,0.66757,243.2,0.96163
Old Branding        ,Vid-QA-01391,1327,1249,889,889,0.55188,254.634,1
Old Branding        ,Vid-QA-01392,1158,1069,821,783,0.6144,176.39999,0.95371
Old Branding        ,Vid-QA-01393,1000,949,821,792,0.70356,118.634,0.96468
Old Branding        ,Vid-QA-01394,978,922,766,736,0.67569,176.067,0.96084
Old Branding        ,Vid-QA-01395,939,896,743,727,0.57956,270.06699,0.97847
Old Branding        ,Vid-QA-01396,1007,952,755,728,0.59495,201.3,0.96424
Old Branding        ,Vid-QA-01397,980,945,763,736,0.65161,207.10001,0.96461
Old Branding        ,Vid-QA-01398,896,842,729,686,0.61261,175.23399,0.94102
Old Branding        ,Vid-QA-01399,980,898,741,692,0.60431,158.23399,0.93387
Old Branding        ,Vid-QA-01400,1077,1023,759,726,0.63861,140.334,0.95652
Old Branding        ,Vid-QA-01401,924,882,732,705,0.61695,193.7,0.96311
Old Branding        ,Vid-QA-01402,1978,1771,1302,1198,0.37605,65.5,0.92012
Old Branding        ,Vid-QA-01403,606,564,433,411,0.60382,72.3,0.94919
Old Branding        ,Vid-QA-01404,644,606,413,398,0.54314,199.767,0.96368
Old Branding        ,Vid-QA-01405,598,567,395,385,0.52958,241.60001,0.97468
Old Branding        ,Vid-QA-01406,522,501,373,357,0.615,135.60001,0.9571
Old Branding        ,Vid-QA-01407,456,396,358,326,0.69276,70.367,0.91061
Old Branding        ,Vid-QA-01408,477,458,354,347,0.59033,90.167,0.98023
Old Branding        ,Vid-QA-01409,464,447,345,334,0.58464,269.39999,0.96812
Old Branding        ,Vid-QA-01410,496,484,345,334,0.53434,422.96701,0.96812
Old Branding        ,Vid-QA-01411,484,469,336,330,0.57273,190.467,0.98214
Old Branding        ,Vid-QA-01412,453,441,311,305,0.53806,211.367,0.98071
Old Branding        ,Vid-QA-01413,499,463,330,312,0.56552,80.7,0.94545
Old Branding        ,Vid-QA-01414,442,409,335,317,0.59019,91.834,0.94627
Old Branding        ,Vid-QA-01415,356,337,302,288,0.64459,76.234,0.95364
Old Branding        ,Vid-QA-01416,850,788,504,487,0.45893,76,0.96627
Old Branding        ,Vid-QA-01417,406,382,318,306,0.61891,334.10001,0.96226
Old Branding        ,Vid-QA-01418,468,422,331,303,0.5683,138,0.91541
Old Branding        ,Vid-QA-01419,447,412,336,319,0.56978,336.93399,0.9494
Old Branding        ,Vid-QA-01420,384,359,314,292,0.60307,305.46701,0.92994
Old Branding        ,Vid-QA-01421,366,334,307,286,0.67328,94.9,0.9316
Old Branding        ,Vid-QA-01422,363,344,310,296,0.63521,141.067,0.95484
Old Branding        ,Vid-QA-01423,367,346,308,288,0.6106,357.70001,0.93506
Old Branding        ,Vid-QA-01424,387,354,307,285,0.55342,322.89999,0.92834
Old Branding        ,Vid-QA-01425,482,454,320,307,0.53475,90.034,0.95937
Old Branding        ,Vid-QA-01426,394,364,293,270,0.6154,70.967,0.9215
Old Branding        ,Vid-QA-01427,356,332,290,273,0.70931,35.734,0.94138
Old Branding        ,Vid-QA-01428,388,367,294,279,0.68062,35.3,0.94898
Old Branding        ,Vid-QA-01429,360,331,290,267,0.6492,74.5,0.92069
Old Branding        ,Vid-QA-01430,463,455,299,293,0.4972,353.267,0.97993
Old Branding        ,Vid-QA-01431,415,405,288,281,0.52378,256.5,0.97569
Old Branding        ,Vid-QA-01432,402,351,289,264,0.57929,122.934,0.91349
Old Branding        ,Vid-QA-01433,357,327,281,255,0.58733,120.8,0.90747
Old Branding        ,Vid-QA-01434,358,334,284,263,0.57274,118.467,0.92606
Old Branding        ,Vid-QA-01435,338,320,281,269,0.6331,76.8,0.9573
Old Branding        ,Vid-QA-01436,354,335,284,270,0.64084,91.6,0.9507
Old Branding        ,Vid-QA-01437,412,404,297,295,0.51341,242.89999,0.99327
Old Branding        ,Vid-QA-01438,339,319,282,269,0.60093,53.9,0.9539
Old Branding        ,Vid-QA-01439,335,312,278,261,0.62348,100.334,0.93885
Old Branding        ,Vid-QA-01440,338,304,285,259,0.62533,187,0.90877
Old Branding        ,Vid-QA-01441,340,306,282,259,0.63104,110.9,0.91844
Old Branding        ,Vid-QA-01442,382,366,283,276,0.57459,83.5,0.97527
Old Branding        ,Vid-QA-01443,1010,949,746,712,0.62815,143.3,0.95442
Old Branding        ,Vid-QA-01444,321,295,273,254,0.64555,52.234,0.9304
Old Branding        ,Vid-QA-01445,306,268,268,238,0.69829,44.667,0.88806
Old Branding        ,Vid-QA-01446,321,295,274,253,0.6541,53.534,0.92336
Old Branding        ,Vid-QA-01447,355,338,282,270,0.54648,282.20001,0.95745
Old Branding        ,Vid-QA-01448,342,318,276,264,0.56774,234.534,0.95652
Old Branding        ,Vid-QA-01449,341,326,278,267,0.55082,176.5,0.96043
Old Branding        ,Vid-QA-01450,347,310,280,249,0.6393,102.767,0.88929
Old Branding        ,Vid-QA-01451,298,271,267,242,0.62597,111.2,0.90637
Old Branding        ,Vid-QA-01452,299,261,272,242,0.63531,132.2,0.88971
Old Branding        ,Vid-QA-01453,309,258,273,236,0.67381,56.534,0.86447
Old Branding        ,Vid-QA-01454,2531,2347,1342,1309,0.37394,142.034,0.97541
Old Branding        ,Vid-QA-01455,1339,1305,1000,1006,0.65339,143.134,1
Old Branding        ,Vid-QA-01456,981,934,836,810,0.7674,99.367,0.9689
Old Branding        ,Vid-QA-01457,4326,4018,3544,3360,0.65477,131,0.94808
Old Branding        ,Vid-QA-01458,3950,3699,3476,3330,0.49729,146,0.958
Old Branding        ,Vid-QA-01459,6673,6326,4456,4344,0.54594,164.39999,0.97487
Old Branding        ,Vid-QA-01460,7875,7570,5283,5295,0.53892,180.89999,1
Old Branding        ,Vid-QA-01461,986,960,765,752,0.46108,136,0.98301
Old Branding        ,Vid-QA-01462,1198,1132,873,847,0.65749,142.7,0.97022
Old Branding        ,Vid-QA-01463,1000,957,748,729,0.70117,121,0.9746
Old Branding        ,Vid-QA-01464,980,958,740,733,0.64399,166,0.99054
Old Branding        ,Vid-QA-01465,1057,1024,733,717,0.59915,164,0.97817
Old Branding        ,Vid-QA-01466,957,914,722,698,0.57498,236,0.96676
Old Branding        ,Vid-QA-01467,8844,8093,6872,6525,0.69947,31.5,0.94951
Old Branding        ,Vid-QA-01468,6981,6534,5950,5708,0.70054,30.3,0.95933
Old Branding        ,Vid-QA-01469,8195,7711,6468,6264,0.6852,53.3,0.96846
Old Branding        ,Vid-QA-01470,7318,6860,5919,5723,0.63244,69.6,0.96689
Old Branding        ,Vid-QA-01471,7805,7317,6345,6067,0.70023,52.2,0.95619
Old Branding        ,Vid-QA-01472,7181,6726,6095,5825,0.671,76.067,0.9557
Old Branding        ,Vid-QA-01473,7325,6861,6043,5788,0.66662,79.067,0.9578
Old Branding        ,Vid-QA-01474,7664,7262,6237,6051,0.6392,113.8,0.97018
Old Branding        ,Vid-QA-01475,8638,8080,6641,6372,0.69219,48.234,0.95949
Old Branding        ,Vid-QA-01476,23509,20493,14583,13561,0.47608,46.9,0.92992
Old Branding        ,Vid-QA-01477,11162,10279,7670,7467,0.54452,150.23399,0.97353
Old Branding        ,Vid-QA-01478,7076,6635,5708,5466,0.69528,29.367,0.9576
Old Branding        ,Vid-QA-01479,8070,7616,5945,5847,0.59715,58.067,0.98352
Old Branding        ,Vid-QA-01480,6973,6590,5658,5460,0.66178,77.4,0.96501
Old Branding        ,Vid-QA-01481,7270,6822,5552,5366,0.61509,82,0.9665
Old Branding        ,Vid-QA-01482,7032,6626,5592,5375,0.63176,108.067,0.96119
Old Branding        ,Vid-QA-01483,7412,6888,5507,5308,0.58081,111,0.96386
Old Branding        ,Vid-QA-01484,6952,6431,5413,5209,0.59728,163.534,0.96231
Old Branding        ,Vid-QA-01485,6534,6203,5159,5003,0.63139,64.234,0.96976
Old Branding        ,Vid-QA-01486,6195,5907,4974,4798,0.62364,64.634,0.96462
Old Branding        ,Vid-QA-01487,6995,6639,5096,4998,0.58396,83.8,0.98077
Old Branding        ,Vid-QA-01488,6299,6007,4993,4841,0.6035,100.834,0.96956
Old Branding        ,Vid-QA-01489,5892,5452,4933,4653,0.65037,52.8,0.94324
Old Branding        ,Vid-QA-01490,6671,6354,5239,5093,0.6102,107.767,0.97213
Old Branding        ,Vid-QA-01491,6046,5757,4942,4770,0.63763,81.534,0.9652
Old Branding        ,Vid-QA-01492,7932,7716,5528,5587,0.5165,247.89999,1
Old Branding        ,Vid-QA-01493,6450,5981,5105,4871,0.60605,95.434,0.95416
Old Branding        ,Vid-QA-01494,6129,5703,4946,4722,0.60779,99.067,0.95471
Old Branding        ,Vid-QA-01495,5385,5056,4823,4628,0.56856,84.6,0.95957
Old Branding        ,Vid-QA-01496,6241,5883,5004,4862,0.54909,123.267,0.97162
Old Branding        ,Vid-QA-01497,5399,5043,4848,4606,0.62237,48.934,0.95008
Old Branding        ,Vid-QA-01498,5411,5105,4846,4637,0.57888,82.867,0.95687
Old Branding        ,Vid-QA-01499,5580,5129,4850,4589,0.53488,47.834,0.94619
Old Branding        ,Vid-QA-01500,5384,4936,4828,4504,0.57669,113.967,0.93289
Old Branding        ,Vid-QA-01501,5359,4996,4811,4568,0.56088,68.9,0.94949
Old Branding        ,Vid-QA-01502,5540,5146,4910,4637,0.60802,118.534,0.9444
Old Branding        ,Vid-QA-01503,1046,1039,746,778,0.6981,195.73399,1
Old Branding        ,Vid-QA-01504,1202,1160,1009,989,0.70107,185.39999,0.98018
Old Branding        ,Vid-QA-01505,1182,1167,974,990,0.66261,228,1
Old Branding        ,Vid-QA-01506,1194,1162,969,968,0.70848,245.8,0.99897
Old Branding        ,Vid-QA-01507,1060,1014,951,931,0.69341,37.3,0.97897
Old Branding        ,Vid-QA-01508,1174,1108,971,944,0.6887,51.767,0.97219
Old Branding        ,Vid-QA-01509,1084,1050,960,943,0.74321,101.167,0.98229
Old Branding        ,Vid-QA-01510,1158,1108,960,950,0.70666,148.23399,0.98958
Old Branding        ,Vid-QA-01511,1199,1124,963,932,0.76228,78.467,0.96781
Old Branding        ,Vid-QA-01512,1084,1057,942,929,0.76264,66.267,0.9862
Old Branding        ,Vid-QA-01513,1140,1089,970,938,0.74112,69.367,0.96701
Old Branding        ,Vid-QA-01514,1103,1055,957,919,0.77719,70.4,0.96029
Old Branding        ,Vid-QA-01515,1110,1088,945,930,0.73041,124.367,0.98413
Old Branding        ,Vid-QA-01516,1089,1060,940,921,0.81862,26.467,0.97979
Old Branding        ,Vid-QA-01517,1180,1132,945,916,0.74987,140,0.96931
Old Branding        ,Vid-QA-01518,1108,1086,935,927,0.653,249.23399,0.99144
Old Branding        ,Vid-QA-01519,1054,1034,929,922,0.71725,188.5,0.99247
Old Branding        ,Vid-QA-01520,1001,958,912,887,0.66483,76.3,0.97259
Old Branding        ,Vid-QA-01521,1092,1094,928,936,0.63212,51.334,1
Old Branding        ,Vid-QA-01522,1049,1001,931,897,0.74559,40.2,0.96348
Old Branding        ,Vid-QA-01523,1020,958,916,867,0.75557,85.067,0.94651
Old Branding        ,Vid-QA-01524,1067,1035,920,908,0.7107,167.89999,0.98696
Old Branding        ,Vid-QA-01525,1035,997,920,893,0.73203,145.10001,0.97065
Old Branding        ,Vid-QA-01526,1020,951,898,851,0.65199,35.9,0.94766
Old Branding        ,Vid-QA-01527,1067,1042,926,921,0.68772,33.3,0.9946
Old Branding        ,Vid-QA-01528,1083,1051,912,896,0.73035,84.3,0.98246
Old Branding        ,Vid-QA-01529,1002,947,888,857,0.60711,45.067,0.96509
Old Branding        ,Vid-QA-01530,1032,1023,908,914,0.71109,29.3,1
Old Branding        ,Vid-QA-01531,974,927,887,857,0.61636,37.4,0.96618
Old Branding        ,Vid-QA-01532,386,357,252,242,0.43287,104.067,0.96032
Old Branding        ,Vid-QA-01533,536,522,405,409,0.66678,61.234,1
Old Branding        ,Vid-QA-01534,568,553,417,414,0.70007,92,0.99281
Old Branding        ,Vid-QA-01535,946,916,633,640,0.5903,170.967,1
Old Branding        ,Vid-QA-01536,521,483,411,397,0.73539,150.89999,0.96594
Old Branding        ,Vid-QA-01537,645,625,441,438,0.65717,160.60001,0.9932
Old Branding        ,Vid-QA-01538,462,452,383,380,0.72525,72.567,0.99217
Old Branding        ,Vid-QA-01539,557,540,393,385,0.69662,86.3,0.97964
Old Branding        ,Vid-QA-01540,589,572,447,445,0.69601,226.834,0.99553
Old Branding        ,Vid-QA-01541,858,801,547,537,0.62949,130.967,0.98172
Old Branding        ,Vid-QA-01542,471,456,388,382,0.71264,76.7,0.98454
Old Branding        ,Vid-QA-01543,501,498,402,404,0.71714,95.334,1
Old Branding        ,Vid-QA-01544,499,480,409,409,0.72698,166.39999,1
Old Branding        ,Vid-QA-01545,527,504,404,395,0.70425,156.867,0.97772
Old Branding        ,Vid-QA-01546,445,415,365,348,0.6451,55.167,0.95342
Old Branding        ,Vid-QA-01547,633,637,434,447,0.56489,250.467,1
Old Branding        ,Vid-QA-01548,512,490,391,385,0.74287,113.434,0.98465
Old Branding        ,Vid-QA-01549,439,415,355,344,0.65418,83.934,0.96901
Old Branding        ,Vid-QA-01550,528,499,380,378,0.55267,178.967,0.99474
Old Branding        ,Vid-QA-01551,631,637,399,419,0.59144,156.767,1
Old Branding        ,Vid-QA-01552,504,472,380,361,0.71179,115.2,0.95
Old Branding        ,Vid-QA-01553,523,484,381,372,0.66178,157.2,0.97638
Old Branding        ,Vid-QA-01554,418,387,343,329,0.53277,67.234,0.95918
Old Branding        ,Vid-QA-01555,452,425,348,336,0.70521,55.967,0.96552
Old Branding        ,Vid-QA-01556,545,540,381,389,0.63873,150.767,1
Old Branding        ,Vid-QA-01557,481,467,371,364,0.61776,191.5,0.98113
Old Branding        ,Vid-QA-01558,475,454,368,356,0.66317,152.334,0.96739
Old Branding        ,Vid-QA-01559,427,399,359,343,0.70475,130.367,0.95543
Old Branding        ,Vid-QA-01560,573,570,382,391,0.55408,211.034,1
Old Branding        ,Vid-QA-01561,514,497,378,373,0.6352,190.60001,0.98677
Old Branding        ,Vid-QA-01562,447,419,361,349,0.61323,237.067,0.96676
Old Branding        ,Vid-QA-01563,444,428,376,361,0.61943,187,0.96011
Old Branding        ,Vid-QA-01564,409,381,345,324,0.49156,165.2,0.93913
Old Branding        ,Vid-QA-01565,452,443,380,378,0.61546,203,0.99474
Old Branding        ,Vid-QA-01566,411,383,348,330,0.60731,273.134,0.94828
Old Branding        ,Vid-QA-01567,487,463,372,358,0.50531,470.33401,0.96237
Old Branding        ,Vid-QA-01568,471,461,368,365,0.46753,486.43399,0.99185
Old Branding        ,Vid-QA-01569,452,429,356,350,0.44316,394.60001,0.98315
Old Branding        ,Vid-QA-01570,678,670,443,445,0.60338,167.634,1
Old Branding        ,Vid-QA-01571,3147,3076,2608,2588,0.72988,46.9,0.99233
Old Branding        ,Vid-QA-01572,14048,14260,9871,10309,0.60538,307,1
Old Branding        ,Vid-QA-01573,1023,999,720,720,0.68201,179.5,1
Old Branding        ,Vid-QA-01574,9453,9544,7293,7477,0.71626,195.73399,1
Old Branding        ,Vid-QA-01575,1659,1480,1081,1014,0.44686,72,0.93802
Old Branding        ,Vid-QA-01576,531,510,372,359,0.64783,128,0.96505
Old Branding        ,Vid-QA-01577,310,296,266,258,0.79859,140,0.96992
Old Branding        ,Vid-QA-01578,325,316,272,266,0.7664,135,0.97794
Old Branding        ,Vid-QA-01579,360,349,295,286,0.72806,171,0.96949
Old Branding        ,Vid-QA-01580,334,312,276,265,0.7791,104,0.96014
Old Branding        ,Vid-QA-01581,449,431,322,320,0.64539,172,0.99379
Old Branding        ,Vid-QA-01582,345,325,280,273,0.72808,80,0.975
Old Branding        ,Vid-QA-01583,328,320,271,267,0.77008,69,0.98524
Old Branding        ,Vid-QA-01584,363,360,284,284,0.6863,139,1
Old Branding        ,Vid-QA-01585,338,327,277,271,0.76383,104,0.97834
Old Branding        ,Vid-QA-01586,330,310,239,225,0.70701,143,0.94142
Old Branding        ,Vid-QA-01587,325,310,236,228,0.69911,121,0.9661
Old Branding        ,Vid-QA-01588,317,290,220,207,0.71114,64,0.94091
Old Branding        ,Vid-QA-01589,336,310,224,207,0.67715,160,0.92411
Old Branding        ,Vid-QA-01590,445,438,279,280,0.65663,125,1
Old Branding        ,Vid-QA-01591,436,438,280,276,0.67623,192,0.98571
Old Branding        ,Vid-QA-01592,356,345,244,237,0.64498,154,0.97131
Old Branding        ,Vid-QA-01593,412,397,254,242,0.64726,210,0.95276
Old Branding        ,Vid-QA-01594,383,373,247,245,0.65265,305,0.9919
Old Branding        ,Vid-QA-01595,277,262,217,206,0.66745,181,0.94931
Old Branding        ,Vid-QA-01596,294,272,216,199,0.69368,216,0.9213
Old Branding        ,Vid-QA-01597,361,347,232,221,0.64308,181,0.95259
Old Branding        ,Vid-QA-01598,356,340,235,225,0.64921,189,0.95745
Old Branding        ,Vid-QA-01599,454,451,265,266,0.6302,369,1
Old Branding        ,Vid-QA-01600,326,303,219,207,0.65648,181,0.94521
Old Branding        ,Vid-QA-01601,375,380,237,239,0.57425,365,1
Old Branding        ,Vid-QA-01602,295,286,222,218,0.69893,43,0.98198
Old Branding        ,Vid-QA-01603,273,253,211,200,0.68555,131,0.94787
Old Branding        ,Vid-QA-01604,252,225,205,187,0.69754,103,0.9122
Old Branding        ,Vid-QA-01605,263,238,211,198,0.66288,118,0.93839
Old Branding        ,Vid-QA-01606,290,276,217,208,0.67059,130,0.95853
Old Branding        ,Vid-QA-01607,270,243,212,198,0.69883,31,0.93396
Old Branding        ,Vid-QA-01608,239,211,201,186,0.68837,26,0.92537
Old Branding        ,Vid-QA-01609,255,228,212,197,0.67979,143,0.92925
Old Branding        ,Vid-QA-01610,275,257,210,204,0.67563,98,0.97143
Old Branding        ,Vid-QA-01611,274,255,212,197,0.64466,186,0.92925
Old Branding        ,Vid-QA-01612,279,256,207,192,0.61542,283,0.92754
Old Branding        ,Vid-QA-01613,271,247,210,198,0.60223,261,0.94286
Old Branding        ,Vid-QA-01614,262,239,202,187,0.64249,224,0.92574
Old Branding        ,Vid-QA-01615,966,927,680,662,0.66428,148,0.97353
Old Branding        ,Vid-QA-01616,994,943,726,704,0.66354,82,0.9697
Old Branding        ,Vid-QA-01617,797,726,686,643,0.72994,50,0.93732
Old Branding        ,Vid-QA-01618,756,732,595,586,0.72808,108.1,0.98487
Old Branding        ,Vid-QA-01619,2286,2078,1363,1281,0.43214,104.1,0.93984
Old Branding        ,Vid-QA-01620,286,263,245,224,0.76561,78.467,0.91429
Old Branding        ,Vid-QA-01621,1038,904,563,519,0.37916,54.234,0.92185
Old Branding        ,Vid-QA-01622,300,270,246,223,0.7102,121.867,0.9065
Old Branding        ,Vid-QA-01623,441,403,305,293,0.57878,101.467,0.96066
Old Branding        ,Vid-QA-01624,299,274,242,227,0.68625,124,0.93802
Old Branding        ,Vid-QA-01625,278,262,237,228,0.68185,60.2,0.96203
Old Branding        ,Vid-QA-01626,306,290,238,231,0.62906,111.2,0.97059
Old Branding        ,Vid-QA-01627,295,271,241,227,0.69173,98.5,0.94191
Old Branding        ,Vid-QA-01628,280,253,237,216,0.72327,109.8,0.91139
Old Branding        ,Vid-QA-01629,294,274,243,227,0.65987,150.43401,0.93416
Old Branding        ,Vid-QA-01630,272,252,240,224,0.72355,134.367,0.93333
Old Branding        ,Vid-QA-01631,77,75,65,64,0.62073,241.267,0.98462
Old Branding        ,Vid-QA-01632,298,271,246,231,0.69922,122.434,0.93902
Old Branding        ,Vid-QA-01633,360,308,281,252,0.69383,170.23399,0.8968
Old Branding        ,Vid-QA-01634,282,270,238,227,0.62368,209.634,0.95378
Old Branding        ,Vid-QA-01635,321,296,238,224,0.60787,110.567,0.94118
Old Branding        ,Vid-QA-01636,310,287,242,227,0.59815,269.89999,0.93802
Old Branding        ,Vid-QA-01637,261,235,237,215,0.63436,276.73401,0.90717
Old Branding        ,Vid-QA-01638,289,265,232,215,0.64284,74.267,0.92672
Old Branding        ,Vid-QA-01639,299,280,236,221,0.60113,142.067,0.93644
Old Branding        ,Vid-QA-01640,331,322,248,246,0.51965,106.5,0.99194
Old Branding        ,Vid-QA-01641,286,265,235,219,0.62615,130.834,0.93191
Old Branding        ,Vid-QA-01642,297,265,234,210,0.6416,152.2,0.89744
Old Branding        ,Vid-QA-01643,320,297,241,228,0.54879,230.3,0.94606
Old Branding        ,Vid-QA-01644,248,220,229,205,0.657,77.967,0.8952
Old Branding        ,Vid-QA-01645,254,233,228,210,0.6549,106.5,0.92105
Old Branding        ,Vid-QA-01646,270,238,231,204,0.60462,120.734,0.88312
Old Branding        ,Vid-QA-01647,264,237,230,208,0.6703,121.867,0.90435
Old Branding        ,Vid-QA-01648,255,226,227,204,0.64098,130.8,0.89868
Old Branding        ,Vid-QA-01649,255,230,231,209,0.62247,162.89999,0.90476
Old Branding        ,Vid-QA-01650,272,251,232,212,0.58357,198.134,0.91379
Old Branding        ,Vid-QA-01651,258,228,232,211,0.62894,171.134,0.90948
Old Branding        ,Vid-QA-01652,261,238,230,215,0.59016,190.89999,0.93478
Old Branding        ,Vid-QA-01653,261,232,230,208,0.63681,215.767,0.90435
Old Branding        ,Vid-QA-01654,256,230,226,206,0.61696,179.267,0.9115
Old Branding        ,Vid-QA-01655,288,275,232,228,0.5816,123.634,0.98276
Old Branding        ,Vid-QA-01656,99,86,67,64,0.50112,54.134,0.95522
Old Branding        ,Vid-QA-01657,19,18,16,16,0.76596,88.4,1
Old Branding        ,Vid-QA-01658,22,22,19,20,0.80196,87.367,1
Old Branding        ,Vid-QA-01659,23,20,18,18,0.70331,96.1,1
Old Branding        ,Vid-QA-01660,19,18,16,16,0.83387,147.66701,1
Old Branding        ,Vid-QA-01661,21,21,16,16,0.69205,94.9,1
Old Branding        ,Vid-QA-01662,20,20,17,17,0.70847,135.334,1
Old Branding        ,Vid-QA-01663,17,17,16,16,0.80861,134.567,1
Old Branding        ,Vid-QA-01664,26,26,19,19,0.61622,247.267,1
Old Branding        ,Vid-QA-01665,326,303,277,267,0.55643,121.967,0.9639
Old Branding        ,Vid-QA-01666,16,16,15,15,0.80978,58.567,1
Old Branding        ,Vid-QA-01667,18,15,16,15,0.77949,63.8,0.9375
Old Branding        ,Vid-QA-01668,16,15,15,15,0.90014,97.034,1
Old Branding        ,Vid-QA-01669,17,16,17,16,0.8551,114.667,0.94118
Old Branding        ,Vid-QA-01670,17,17,14,15,0.83778,54.067,1
Old Branding        ,Vid-QA-01671,18,17,16,15,0.83058,114.9,0.9375
Old Branding        ,Vid-QA-01672,18,17,17,16,0.84386,104.267,0.94118
Old Branding        ,Vid-QA-01673,19,19,17,17,0.80834,75.867,1
Old Branding        ,Vid-QA-01674,52,47,41,40,0.46958,131.23399,0.97561
Old Branding        ,Vid-QA-01675,16,15,16,15,0.87918,103.767,0.9375
Old Branding        ,Vid-QA-01676,19,18,15,15,0.73753,136.034,1
Old Branding        ,Vid-QA-01677,24,24,17,18,0.4889,163.834,1
Old Branding        ,Vid-QA-01678,53,49,33,33,0.44188,211.067,1
Old Branding        ,Vid-QA-01679,16,16,15,15,0.6311,131.067,1
Old Branding        ,Vid-QA-01680,22,19,17,15,0.714,207.034,0.88235
Old Branding        ,Vid-QA-01681,15,15,15,15,0.83562,53,1
Old Branding        ,Vid-QA-01682,17,17,15,15,0.82627,86.334,1
Old Branding        ,Vid-QA-01683,18,19,15,17,0.74187,52.534,1
Old Branding        ,Vid-QA-01684,19,19,15,15,0.76363,101.234,1
Old Branding        ,Vid-QA-01685,23,22,15,15,0.65356,47.2,1
Old Branding        ,Vid-QA-01686,18,19,15,16,0.84253,68.967,1
Old Branding        ,Vid-QA-01687,16,16,15,15,0.83784,98.734,1
Old Branding        ,Vid-QA-01688,19,18,15,15,0.82105,83.167,1
Old Branding        ,Vid-QA-01689,17,15,16,15,0.7349,44.167,0.9375
Old Branding        ,Vid-QA-01690,17,18,15,16,0.76124,93.7,1
Old Branding        ,Vid-QA-01691,18,17,14,15,0.64565,50.7,1
Old Branding        ,Vid-QA-01692,19,18,15,15,0.71133,68.467,1
Old Branding        ,Vid-QA-01693,18,17,16,15,0.68239,48.367,0.9375
Old Branding        ,Vid-QA-01694,18,17,16,16,0.63036,90.1,1
Old Branding        ,Vid-QA-01695,20,19,16,16,0.72044,87.434,1
Old Branding        ,Vid-QA-01696,21,20,17,17,0.79139,80.7,1
Old Branding        ,Vid-QA-01697,15,15,15,15,0.74083,111.334,1
Old Branding        ,Vid-QA-01698,19,17,15,15,0.80486,168.834,1
Old Branding        ,Vid-QA-01699,20,20,15,15,0.65873,146.567,1
Old Branding        ,Vid-QA-01700,20,21,17,18,0.71815,136.89999,1
Old Branding        ,Vid-QA-01701,16,16,15,15,0.74424,130.73399,1
New Branding,Vid-QAX-00001,212989,164142,65944,62327,0.19103,207.5,0.94515
New Branding,Vid-QAX-00002,70082,52925,48399,40638,0.64698,87.04,0.83965
New Branding,Vid-QAX-00003,13139,12588,8757,8792,0.56198,455,1
New Branding,Vid-QAX-00004,10625,10290,7594,7612,0.58685,302.23999,1
New Branding,Vid-QAX-00005,8204,7782,6600,6450,0.64568,69.28,0.97727
New Branding,Vid-QAX-00006,7568,7128,6355,6163,0.66221,44,0.96979
New Branding,Vid-QAX-00007,7383,6962,6273,6078,0.64916,81.96,0.96891
